"Plot Title:  20849239"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849239, SEN S/N: 20849239)","RH, % (LGR S/N: 20849239, SEN S/N: 20849239)","Coupler Detached (LGR S/N: 20849239)","Bad Battery (LGR S/N: 20849239)","Coupler Attached (LGR S/N: 20849239)","Host Connected (LGR S/N: 20849239)","Stopped (LGR S/N: 20849239)","End Of File (LGR S/N: 20849239)"
371,08.24.20 klo 08.03.22 ap.,6.282,100.000,,,,,,
372,08.24.20 klo 08.33.22 ap.,5.939,100.000,,,,,,
373,08.24.20 klo 09.03.22 ap.,5.939,100.000,,,,,,
374,08.24.20 klo 09.33.22 ap.,6.025,100.000,,,,,,
375,08.24.20 klo 10.03.22 ap.,6.196,100.000,,,,,,
376,08.24.20 klo 10.33.22 ap.,6.068,100.000,,,,,,
377,08.24.20 klo 11.03.22 ap.,6.497,100.000,,,,,,
378,08.24.20 klo 11.33.22 ap.,6.540,100.000,,,,,,
379,08.24.20 klo 12.03.22 ip.,6.840,100.000,,,,,,
380,08.24.20 klo 12.33.22 ip.,8.127,100.000,,,,,,
381,08.24.20 klo 01.03.22 ip.,8.642,99.365,,,,,,
382,08.24.20 klo 01.33.22 ip.,8.942,98.388,,,,,,
383,08.24.20 klo 02.03.22 ip.,8.770,98.046,,,,,,
384,08.24.20 klo 02.33.22 ip.,9.285,95.629,,,,,,
385,08.24.20 klo 03.03.22 ip.,9.285,95.360,,,,,,
386,08.24.20 klo 03.33.22 ip.,9.156,92.161,,,,,,
387,08.24.20 klo 04.03.22 ip.,9.757,88.498,,,,,,
388,08.24.20 klo 04.33.22 ip.,9.414,81.294,,,,,,
389,08.24.20 klo 05.03.22 ip.,9.071,80.342,,,,,,
390,08.24.20 klo 05.33.22 ip.,8.856,81.905,,,,,,
391,08.24.20 klo 06.03.22 ip.,8.856,80.391,,,,,,
392,08.24.20 klo 06.33.22 ip.,8.298,83.907,,,,,,
393,08.24.20 klo 07.03.22 ip.,7.955,84.835,,,,,,
394,08.24.20 klo 07.33.22 ip.,7.912,85.128,,,,,,
395,08.24.20 klo 08.03.22 ip.,7.784,86.716,,,,,,
396,08.24.20 klo 08.33.22 ip.,7.440,88.718,,,,,,
397,08.24.20 klo 09.03.22 ip.,7.440,87.595,,,,,,
398,08.24.20 klo 09.33.22 ip.,6.883,92.894,,,,,,
399,08.24.20 klo 10.03.22 ip.,6.711,93.284,,,,,,
400,08.24.20 klo 10.33.22 ip.,6.325,96.703,,,,,,
401,08.24.20 klo 11.03.22 ip.,6.153,95.580,,,,,,
402,08.24.20 klo 11.33.22 ip.,5.982,95.067,,,,,,
403,08.25.20 klo 12.03.22 ap.,6.196,92.967,,,,,,
404,08.25.20 klo 12.33.22 ap.,5.982,94.237,,,,,,
405,08.25.20 klo 01.03.22 ap.,5.939,96.166,,,,,,
406,08.25.20 klo 01.33.22 ap.,6.025,96.459,,,,,,
407,08.25.20 klo 02.03.22 ap.,5.982,96.215,,,,,,
408,08.25.20 klo 02.33.22 ap.,5.553,96.557,,,,,,
409,08.25.20 klo 03.03.22 ap.,5.467,95.922,,,,,,
410,08.25.20 klo 03.33.22 ap.,5.424,95.140,,,,,,
411,08.25.20 klo 04.03.22 ap.,5.338,95.165,,,,,,
412,08.25.20 klo 04.33.22 ap.,5.124,96.508,,,,,,
413,08.25.20 klo 05.03.22 ap.,5.167,97.558,,,,,,
414,08.25.20 klo 05.33.22 ap.,5.381,96.972,,,,,,
415,08.25.20 klo 06.03.22 ap.,5.338,97.363,,,,,,
416,08.25.20 klo 06.33.22 ap.,5.467,97.753,,,,,,
417,08.25.20 klo 07.03.22 ap.,5.724,96.459,,,,,,
418,08.25.20 klo 07.33.22 ap.,6.239,92.112,,,,,,
419,08.25.20 klo 08.03.22 ap.,6.068,92.063,,,,,,
420,08.25.20 klo 08.33.22 ap.,7.097,89.328,,,,,,
421,08.25.20 klo 09.03.22 ap.,7.526,85.739,,,,,,
422,08.25.20 klo 09.33.22 ap.,6.668,88.327,,,,,,
423,08.25.20 klo 10.03.22 ap.,7.912,79.194,,,,,,
424,08.25.20 klo 10.33.22 ap.,8.470,75.751,,,,,,
425,08.25.20 klo 11.03.22 ap.,9.843,66.642,,,,,,
426,08.25.20 klo 11.33.22 ap.,11.645,58.730,,,,,,
427,08.25.20 klo 12.03.22 ip.,10.358,64.176,,,,,,
428,08.25.20 klo 12.33.22 ip.,9.071,65.031,,,,,,
429,08.25.20 klo 01.03.22 ip.,10.358,64.322,,,,,,
430,08.25.20 klo 01.33.22 ip.,11.645,59.902,,,,,,
431,08.25.20 klo 02.03.22 ip.,9.543,64.518,,,,,,
432,08.25.20 klo 02.33.22 ip.,9.114,69.231,,,,,,
433,08.25.20 klo 03.03.22 ip.,8.942,72.308,,,,,,
434,08.25.20 klo 03.33.22 ip.,13.918,47.204,,,,,,
435,08.25.20 klo 04.03.22 ip.,11.473,54.921,,,,,,
436,08.25.20 klo 04.33.22 ip.,10.443,64.347,,,,,,
437,08.25.20 klo 05.03.22 ip.,10.229,67.179,,,,,,
438,08.25.20 klo 05.33.22 ip.,11.130,60.781,,,,,,
439,08.25.20 klo 06.03.22 ip.,8.985,64.982,,,,,,
440,08.25.20 klo 06.33.22 ip.,9.414,67.106,,,,,,
441,08.25.20 klo 07.03.22 ip.,9.757,66.203,,,,,,
442,08.25.20 klo 07.33.22 ip.,7.784,70.476,,,,,,
443,08.25.20 klo 08.03.22 ip.,6.540,80.904,,,,,,
444,08.25.20 klo 08.33.22 ip.,6.840,83.541,,,,,,
445,08.25.20 klo 09.03.22 ip.,6.411,88.010,,,,,,
446,08.25.20 klo 09.33.22 ip.,6.025,88.962,,,,,,
447,08.25.20 klo 10.03.22 ip.,5.724,88.840,,,,,,
448,08.25.20 klo 10.33.22 ip.,4.309,94.969,,,,,,
449,08.25.20 klo 11.03.22 ip.,4.266,90.476,,,,,,
450,08.25.20 klo 11.33.22 ip.,4.352,88.742,,,,,,
451,08.26.20 klo 12.03.22 ap.,3.622,93.358,,,,,,
452,08.26.20 klo 12.33.22 ap.,2.979,96.264,,,,,,
453,08.26.20 klo 01.03.22 ap.,2.679,98.437,,,,,,
454,08.26.20 klo 01.33.22 ap.,2.078,97.998,,,,,,
455,08.26.20 klo 02.03.22 ap.,2.550,99.389,,,,,,
456,08.26.20 klo 02.33.22 ap.,3.193,100.000,,,,,,
457,08.26.20 klo 03.03.22 ap.,2.078,99.609,,,,,,
458,08.26.20 klo 03.33.22 ap.,3.279,100.000,,,,,,
459,08.26.20 klo 04.03.22 ap.,2.764,99.096,,,,,,
460,08.26.20 klo 04.33.22 ap.,2.121,100.000,,,,,,
461,08.26.20 klo 05.03.22 ap.,2.249,100.000,,,,,,
462,08.26.20 klo 05.33.22 ap.,3.150,100.000,,,,,,
463,08.26.20 klo 06.03.22 ap.,3.665,99.658,,,,,,
464,08.26.20 klo 06.33.22 ap.,4.352,98.144,,,,,,
465,08.26.20 klo 07.03.22 ap.,4.695,96.532,,,,,,
466,08.26.20 klo 07.33.22 ap.,5.853,93.455,,,,,,
467,08.26.20 klo 08.03.22 ap.,4.566,97.167,,,,,,
468,08.26.20 klo 08.33.22 ap.,4.309,97.705,,,,,,
469,08.26.20 klo 09.03.22 ap.,5.210,95.433,,,,,,
470,08.26.20 klo 09.33.22 ap.,5.853,92.625,,,,,,
471,08.26.20 klo 10.03.22 ap.,6.153,91.136,,,,,,
472,08.26.20 klo 10.33.22 ap.,6.754,91.868,,,,,,
473,08.26.20 klo 11.03.22 ap.,6.840,85.397,,,,,,
474,08.26.20 klo 11.33.22 ap.,6.625,88.889,,,,,,
475,08.26.20 klo 12.03.22 ip.,6.025,97.021,,,,,,
476,08.26.20 klo 12.33.22 ip.,5.896,94.799,,,,,,
477,08.26.20 klo 01.03.22 ip.,6.454,97.460,,,,,,
478,08.26.20 klo 01.33.22 ip.,6.754,97.241,,,,,,
479,08.26.20 klo 02.03.22 ip.,7.483,90.842,,,,,,
480,08.26.20 klo 02.33.22 ip.,12.202,73.309,,,,,,
481,08.26.20 klo 03.03.22 ip.,7.955,78.559,,,,,,
482,08.26.20 klo 03.33.22 ip.,7.869,83.932,,,,,,
483,08.26.20 klo 04.03.22 ip.,9.843,79.072,,,,,,
484,08.26.20 klo 04.33.22 ip.,7.612,85.226,,,,,,
485,08.26.20 klo 05.03.22 ip.,8.642,88.816,,,,,,
486,08.26.20 klo 05.33.22 ip.,7.998,94.164,,,,,,
487,08.26.20 klo 06.03.22 ip.,7.526,94.579,,,,,,
488,08.26.20 klo 06.33.22 ip.,7.312,94.505,,,,,,
489,08.26.20 klo 07.03.22 ip.,7.140,94.896,,,,,,
490,08.26.20 klo 07.33.22 ip.,6.582,95.775,,,,,,
491,08.26.20 klo 08.03.22 ip.,5.939,95.189,,,,,,
492,08.26.20 klo 08.33.22 ip.,5.767,95.775,,,,,,
493,08.26.20 klo 09.03.22 ip.,5.467,94.164,,,,,,
494,08.26.20 klo 09.33.22 ip.,5.124,97.338,,,,,,
495,08.26.20 klo 10.03.22 ip.,4.995,97.241,,,,,,
496,08.26.20 klo 10.33.22 ip.,4.566,98.535,,,,,,
497,08.26.20 klo 11.03.22 ip.,4.395,96.703,,,,,,
498,08.26.20 klo 11.33.22 ip.,4.223,97.802,,,,,,
499,08.27.20 klo 12.03.22 ap.,4.008,96.557,,,,,,
500,08.27.20 klo 12.33.22 ap.,3.923,98.706,,,,,,
501,08.27.20 klo 01.03.22 ap.,3.665,100.000,,,,,,
502,08.27.20 klo 01.33.22 ap.,3.365,100.000,,,,,,
503,08.27.20 klo 02.03.22 ap.,3.279,99.780,,,,,,
504,08.27.20 klo 02.33.22 ap.,3.365,99.512,,,,,,
505,08.27.20 klo 03.03.22 ap.,3.108,99.805,,,,,,
506,08.27.20 klo 03.33.22 ap.,2.078,100.000,,,,,,
507,08.27.20 klo 04.03.22 ap.,1.906,98.950,,,,,,
508,08.27.20 klo 04.33.22 ap.,1.863,97.582,,,,,,
509,08.27.20 klo 05.03.22 ap.,1.992,96.093,,,,,,
510,08.27.20 klo 05.33.22 ap.,2.164,95.580,,,,,,
511,08.27.20 klo 06.03.22 ap.,1.692,96.581,,,,,,
512,08.27.20 klo 06.33.22 ap.,2.035,94.799,,,,,,
513,08.27.20 klo 07.03.22 ap.,2.378,94.799,,,,,,
514,08.27.20 klo 07.33.22 ap.,2.679,94.359,,,,,,
515,08.27.20 klo 08.03.22 ap.,2.679,95.311,,,,,,
516,08.27.20 klo 08.33.22 ap.,3.665,92.723,,,,,,
517,08.27.20 klo 09.03.22 ap.,4.051,91.819,,,,,,
518,08.27.20 klo 09.33.22 ap.,4.866,84.103,,,,,,
519,08.27.20 klo 10.03.22 ap.,6.025,78.413,,,,,,
520,08.27.20 klo 10.33.22 ap.,6.883,73.871,,,,,,
521,08.27.20 klo 11.03.22 ap.,7.226,79.951,,,,,,
522,08.27.20 klo 11.33.22 ap.,7.827,74.823,,,,,,
523,08.27.20 klo 12.03.22 ip.,9.886,72.723,,,,,,
524,08.27.20 klo 12.33.22 ip.,8.856,72.039,,,,,,
525,08.27.20 klo 01.03.22 ip.,8.513,74.383,,,,,,
526,08.27.20 klo 01.33.22 ip.,10.057,63.394,,,,,,
527,08.27.20 klo 02.03.22 ip.,7.569,77.460,,,,,,
528,08.27.20 klo 02.33.22 ip.,7.226,74.969,,,,,,
529,08.27.20 klo 03.03.22 ip.,10.315,62.759,,,,,,
530,08.27.20 klo 03.33.22 ip.,9.843,65.324,,,,,,
531,08.27.20 klo 04.03.22 ip.,10.658,60.855,,,,,,
532,08.27.20 klo 04.33.22 ip.,8.685,73.040,,,,,,
533,08.27.20 klo 05.03.22 ip.,7.955,68.962,,,,,,
534,08.27.20 klo 05.33.22 ip.,6.368,73.455,,,,,,
535,08.27.20 klo 06.03.22 ip.,8.298,68.547,,,,,,
536,08.27.20 klo 06.33.22 ip.,6.368,76.239,,,,,,
537,08.27.20 klo 07.03.22 ip.,5.081,85.983,,,,,,
538,08.27.20 klo 07.33.22 ip.,5.381,84.151,,,,,,
539,08.27.20 klo 08.03.22 ip.,4.652,85.348,,,,,,
540,08.27.20 klo 08.33.22 ip.,4.051,91.502,,,,,,
541,08.27.20 klo 09.03.22 ip.,3.279,95.849,,,,,,
542,08.27.20 klo 09.33.22 ip.,3.065,96.557,,,,,,
543,08.27.20 klo 10.03.22 ip.,2.979,95.726,,,,,,
544,08.27.20 klo 10.33.22 ip.,2.979,95.678,,,,,,
545,08.27.20 klo 11.03.22 ip.,2.636,96.410,,,,,,
546,08.27.20 klo 11.33.22 ip.,2.207,97.070,,,,,,
547,08.28.20 klo 12.03.22 ap.,2.249,98.828,,,,,,
548,08.28.20 klo 12.33.22 ap.,3.022,97.973,,,,,,
549,08.28.20 klo 01.03.22 ap.,3.279,98.486,,,,,,
550,08.28.20 klo 01.33.22 ap.,3.236,98.315,,,,,,
551,08.28.20 klo 02.03.22 ap.,3.108,97.705,,,,,,
552,08.28.20 klo 02.33.22 ap.,2.378,97.778,,,,,,
553,08.28.20 klo 03.03.22 ap.,2.121,98.852,,,,,,
554,08.28.20 klo 03.33.22 ap.,1.649,99.341,,,,,,
555,08.28.20 klo 04.03.22 ap.,1.091,99.560,,,,,,
556,08.28.20 klo 04.33.22 ap.,1.134,100.000,,,,,,
557,08.28.20 klo 05.03.22 ap.,1.177,98.681,,,,,,
558,08.28.20 klo 05.33.22 ap.,1.005,98.926,,,,,,
559,08.28.20 klo 06.03.22 ap.,1.820,98.291,,,,,,
560,08.28.20 klo 06.33.22 ap.,2.164,96.728,,,,,,
561,08.28.20 klo 07.03.22 ap.,2.035,97.387,,,,,,
562,08.28.20 klo 07.33.22 ap.,2.979,95.653,,,,,,
563,08.28.20 klo 08.03.22 ap.,3.494,92.430,,,,,,
564,08.28.20 klo 08.33.22 ap.,4.437,86.325,,,,,,
565,08.28.20 klo 09.03.22 ap.,5.295,87.985,,,,,,
566,08.28.20 klo 09.33.22 ap.,8.599,69.939,,,,,,
567,08.28.20 klo 10.03.22 ap.,7.526,68.620,,,,,,
568,08.28.20 klo 10.33.22 ap.,8.256,67.106,,,,,,
569,08.28.20 klo 11.03.22 ap.,7.912,62.369,,,,,,
570,08.28.20 klo 11.33.22 ap.,8.685,66.593,,,,,,
571,08.28.20 klo 12.03.22 ip.,9.285,62.808,,,,,,
572,08.28.20 klo 12.33.22 ip.,9.414,61.245,,,,,,
573,08.28.20 klo 01.03.22 ip.,8.985,64.054,,,,,,
574,08.28.20 klo 01.33.22 ip.,9.714,56.801,,,,,,
575,08.28.20 klo 02.03.22 ip.,10.186,59.219,,,,,,
576,08.28.20 klo 02.33.22 ip.,8.513,62.466,,,,,,
577,08.28.20 klo 03.03.22 ip.,10.014,57.094,,,,,,
578,08.28.20 klo 03.33.22 ip.,11.173,57.411,,,,,,
579,08.28.20 klo 04.03.22 ip.,11.130,53.602,,,,,,
580,08.28.20 klo 04.33.22 ip.,10.572,53.138,,,,,,
581,08.28.20 klo 05.03.22 ip.,11.688,47.082,,,,,,
582,08.28.20 klo 05.33.22 ip.,8.556,61.123,,,,,,
583,08.28.20 klo 06.03.22 ip.,7.998,66.154,,,,,,
584,08.28.20 klo 06.33.22 ip.,8.642,63.126,,,,,,
585,08.28.20 klo 07.03.22 ip.,7.912,67.424,,,,,,
586,08.28.20 klo 07.33.22 ip.,7.097,70.623,,,,,,
587,08.28.20 klo 08.03.22 ip.,5.853,78.681,,,,,,
588,08.28.20 klo 08.33.22 ip.,4.866,82.295,,,,,,
589,08.28.20 klo 09.03.22 ip.,4.008,83.810,,,,,,
590,08.28.20 klo 09.33.22 ip.,4.051,83.590,,,,,,
591,08.28.20 klo 10.03.22 ip.,4.309,84.371,,,,,,
592,08.28.20 klo 10.33.22 ip.,4.352,85.421,,,,,,
593,08.28.20 klo 11.03.22 ip.,4.523,85.006,,,,,,
594,08.28.20 klo 11.33.22 ip.,4.051,86.984,,,,,,
595,08.29.20 klo 12.03.22 ap.,3.108,88.694,,,,,,
596,08.29.20 klo 12.33.22 ap.,2.636,91.013,,,,,,
597,08.29.20 klo 01.03.22 ap.,2.507,90.696,,,,,,
598,08.29.20 klo 01.33.22 ap.,2.679,89.866,,,,,,
599,08.29.20 klo 02.03.22 ap.,2.636,89.646,,,,,,
600,08.29.20 klo 02.33.22 ap.,2.249,89.792,,,,,,
601,08.29.20 klo 03.03.22 ap.,1.735,92.137,,,,,,
602,08.29.20 klo 03.33.22 ap.,1.992,91.355,,,,,,
603,08.29.20 klo 04.03.22 ap.,2.207,90.476,,,,,,
604,08.29.20 klo 04.33.22 ap.,2.292,89.915,,,,,,
605,08.29.20 klo 05.03.22 ap.,2.764,91.355,,,,,,
606,08.29.20 klo 05.33.22 ap.,3.408,91.648,,,,,,
607,08.29.20 klo 06.03.22 ap.,2.850,96.142,,,,,,
608,08.29.20 klo 06.33.22 ap.,2.807,95.409,,,,,,
609,08.29.20 klo 07.03.22 ap.,2.421,95.751,,,,,,
610,08.29.20 klo 07.33.22 ap.,5.253,85.031,,,,,,
611,08.29.20 klo 08.03.22 ap.,3.451,90.574,,,,,,
612,08.29.20 klo 08.33.22 ap.,4.437,87.302,,,,,,
613,08.29.20 klo 09.03.22 ap.,5.124,83.932,,,,,,
614,08.29.20 klo 09.33.22 ap.,8.899,69.011,,,,,,
615,08.29.20 klo 10.03.22 ap.,7.355,71.477,,,,,,
616,08.29.20 klo 10.33.22 ap.,8.856,59.585,,,,,,
617,08.29.20 klo 11.03.22 ap.,8.513,65.495,,,,,,
618,08.29.20 klo 11.33.22 ap.,9.671,59.316,,,,,,
619,08.29.20 klo 12.03.22 ip.,10.486,53.138,,,,,,
620,08.29.20 klo 12.33.22 ip.,11.387,50.061,,,,,,
621,08.29.20 klo 01.03.22 ip.,10.358,55.433,,,,,,
622,08.29.20 klo 01.33.22 ip.,9.457,57.289,,,,,,
623,08.29.20 klo 02.03.22 ip.,12.417,50.549,,,,,,
624,08.29.20 klo 02.33.22 ip.,10.272,53.822,,,,,,
625,08.29.20 klo 03.03.22 ip.,10.057,58.730,,,,,,
626,08.29.20 klo 03.33.22 ip.,14.004,45.836,,,,,,
627,08.29.20 klo 04.03.22 ip.,13.404,45.177,,,,,,
628,08.29.20 klo 04.33.22 ip.,10.830,52.772,,,,,,
629,08.29.20 klo 05.03.22 ip.,10.014,55.653,,,,,,
630,08.29.20 klo 05.33.22 ip.,9.371,55.433,,,,,,
631,08.29.20 klo 06.03.22 ip.,10.787,47.619,,,,,,
632,08.29.20 klo 06.33.22 ip.,10.915,50.281,,,,,,
633,08.29.20 klo 07.03.22 ip.,8.770,61.416,,,,,,
634,08.29.20 klo 07.33.22 ip.,8.427,67.033,,,,,,
635,08.29.20 klo 08.03.22 ip.,8.341,68.327,,,,,,
636,08.29.20 klo 08.33.22 ip.,7.827,71.624,,,,,,
637,08.29.20 klo 09.03.22 ip.,7.097,75.775,,,,,,
638,08.29.20 klo 09.33.22 ip.,6.411,78.877,,,,,,
639,08.29.20 klo 10.03.22 ip.,6.325,79.219,,,,,,
640,08.29.20 klo 10.33.22 ip.,4.952,84.762,,,,,,
641,08.29.20 klo 11.03.22 ip.,4.137,87.155,,,,,,
642,08.29.20 klo 11.33.22 ip.,3.322,89.670,,,,,,
643,08.30.20 klo 12.03.22 ap.,4.223,90.476,,,,,,
644,08.30.20 klo 12.33.22 ap.,4.695,88.864,,,,,,
645,08.30.20 klo 01.03.22 ap.,4.051,89.621,,,,,,
646,08.30.20 klo 01.33.22 ap.,3.923,91.917,,,,,,
647,08.30.20 klo 02.03.22 ap.,3.966,93.773,,,,,,
648,08.30.20 klo 02.33.22 ap.,4.223,90.891,,,,,,
649,08.30.20 klo 03.03.22 ap.,3.579,91.013,,,,,,
650,08.30.20 klo 03.33.22 ap.,3.622,92.430,,,,,,
651,08.30.20 klo 04.03.22 ap.,3.579,93.480,,,,,,
652,08.30.20 klo 04.33.22 ap.,3.579,93.529,,,,,,
653,08.30.20 klo 05.03.22 ap.,3.494,91.966,,,,,,
654,08.30.20 klo 05.33.22 ap.,2.464,94.212,,,,,,
655,08.30.20 klo 06.03.22 ap.,3.708,90.623,,,,,,
656,08.30.20 klo 06.33.22 ap.,3.622,91.209,,,,,,
657,08.30.20 klo 07.03.22 ap.,3.665,90.403,,,,,,
658,08.30.20 klo 07.33.22 ap.,3.966,86.886,,,,,,
659,08.30.20 klo 08.03.22 ap.,4.051,88.425,,,,,,
660,08.30.20 klo 08.33.22 ap.,4.866,87.448,,,,,,
661,08.30.20 klo 09.03.22 ap.,5.853,83.150,,,,,,
662,08.30.20 klo 09.33.22 ap.,8.985,66.203,,,,,,
663,08.30.20 klo 10.03.22 ap.,8.556,64.103,,,,,,
664,08.30.20 klo 10.33.22 ap.,9.585,60.733,,,,,,
665,08.30.20 klo 11.03.22 ap.,9.371,59.560,,,,,,
666,08.30.20 klo 11.33.22 ap.,9.199,61.685,,,,,,
667,08.30.20 klo 12.03.22 ip.,10.744,56.166,,,,,,
668,08.30.20 klo 12.33.22 ip.,11.645,51.502,,,,,,
669,08.30.20 klo 01.03.22 ip.,10.701,54.383,,,,,,
670,08.30.20 klo 01.33.22 ip.,10.229,54.628,,,,,,
671,08.30.20 klo 02.03.22 ip.,10.787,61.685,,,,,,
672,08.30.20 klo 02.33.22 ip.,12.631,53.822,,,,,,
673,08.30.20 klo 03.03.22 ip.,11.688,53.480,,,,,,
674,08.30.20 klo 03.33.22 ip.,8.170,64.737,,,,,,
675,08.30.20 klo 04.03.22 ip.,7.569,68.596,,,,,,
676,08.30.20 klo 04.33.22 ip.,10.358,58.168,,,,,,
677,08.30.20 klo 05.03.22 ip.,9.156,60.977,,,,,,
678,08.30.20 klo 05.33.22 ip.,8.856,61.368,,,,,,
679,08.30.20 klo 06.03.22 ip.,8.298,63.394,,,,,,
680,08.30.20 klo 06.33.22 ip.,7.869,65.470,,,,,,
681,08.30.20 klo 07.03.22 ip.,6.711,66.374,,,,,,
682,08.30.20 klo 07.33.22 ip.,5.724,64.640,,,,,,
683,08.30.20 klo 08.03.22 ip.,4.523,65.519,,,,,,
684,08.30.20 klo 08.33.22 ip.,4.094,66.984,,,,,,
685,08.30.20 klo 09.03.22 ip.,3.150,73.358,,,,,,
686,08.30.20 klo 09.33.22 ip.,1.649,83.785,,,,,,
687,08.30.20 klo 10.03.22 ip.,1.306,84.005,,,,,,
688,08.30.20 klo 10.33.22 ip.,0.877,87.473,,,,,,
689,08.30.20 klo 11.03.22 ip.,0.962,87.302,,,,,,
690,08.30.20 klo 11.33.22 ip.,1.005,87.179,,,,,,
691,08.31.20 klo 12.03.22 ap.,0.920,87.668,,,,,,
692,08.31.20 klo 12.33.22 ap.,0.877,88.620,,,,,,
693,08.31.20 klo 01.03.22 ap.,1.177,86.227,,,,,,
694,08.31.20 klo 01.33.22 ap.,1.005,87.009,,,,,,
695,08.31.20 klo 02.03.22 ap.,-0.067,91.917,,,,,,
696,08.31.20 klo 02.33.22 ap.,0.276,88.376,,,,,,
697,08.31.20 klo 03.03.22 ap.,-0.196,90.549,,,,,,
698,08.31.20 klo 03.33.22 ap.,0.576,89.060,,,,,,
699,08.31.20 klo 04.03.22 ap.,-0.282,91.673,,,,,,
700,08.31.20 klo 04.33.22 ap.,-0.410,91.258,,,,,,
701,08.31.20 klo 05.03.22 ap.,-0.839,93.748,,,,,,
702,08.31.20 klo 05.33.22 ap.,-1.183,94.310,,,,,,
703,08.31.20 klo 06.03.22 ap.,-1.011,94.481,,,,,,
704,08.31.20 klo 06.33.22 ap.,0.147,99.389,,,,,,
705,08.31.20 klo 07.03.22 ap.,0.533,100.000,,,,,,
706,08.31.20 klo 07.33.22 ap.,1.735,96.777,,,,,,
707,08.31.20 klo 08.03.22 ap.,2.164,95.385,,,,,,
708,08.31.20 klo 08.33.22 ap.,2.593,92.527,,,,,,
709,08.31.20 klo 09.03.22 ap.,3.451,87.570,,,,,,
710,08.31.20 klo 09.33.22 ap.,4.309,81.734,,,,,,
711,08.31.20 klo 10.03.22 ap.,4.995,80.269,,,,,,
712,08.31.20 klo 10.33.22 ap.,5.639,74.530,,,,,,
713,08.31.20 klo 11.03.22 ap.,6.840,68.767,,,,,,
714,08.31.20 klo 11.33.22 ap.,6.711,65.519,,,,,,
715,08.31.20 klo 12.03.22 ip.,7.784,59.902,,,,,,
716,08.31.20 klo 12.33.22 ip.,7.183,61.368,,,,,,
717,08.31.20 klo 01.03.22 ip.,7.011,61.270,,,,,,
718,08.31.20 klo 01.33.22 ip.,7.569,55.604,,,,,,
719,08.31.20 klo 02.03.22 ip.,7.355,57.900,,,,,,
720,08.31.20 klo 02.33.22 ip.,8.513,56.679,,,,,,
721,08.31.20 klo 03.03.22 ip.,10.358,51.624,,,,,,
722,08.31.20 klo 03.33.22 ip.,8.599,53.431,,,,,,
723,08.31.20 klo 04.03.22 ip.,9.714,49.719,,,,,,
724,08.31.20 klo 04.33.22 ip.,8.170,55.775,,,,,,
725,08.31.20 klo 05.03.22 ip.,8.084,56.899,,,,,,
726,08.31.20 klo 05.33.22 ip.,8.170,55.995,,,,,,
727,08.31.20 klo 06.03.22 ip.,8.727,54.310,,,,,,
728,08.31.20 klo 06.33.22 ip.,7.011,60.171,,,,,,
729,08.31.20 klo 07.03.22 ip.,6.454,68.156,,,,,,
730,08.31.20 klo 07.33.22 ip.,6.582,66.838,,,,,,
731,08.31.20 klo 08.03.22 ip.,6.239,68.400,,,,,,
732,08.31.20 klo 08.33.22 ip.,6.111,70.012,,,,,,
733,08.31.20 klo 09.03.22 ip.,5.210,79.853,,,,,,
734,08.31.20 klo 09.33.22 ip.,5.081,81.026,,,,,,
735,08.31.20 klo 10.03.22 ip.,4.309,87.570,,,,,,
736,08.31.20 klo 10.33.22 ip.,4.051,89.866,,,,,,
737,08.31.20 klo 11.03.22 ip.,4.223,89.573,,,,,,
738,08.31.20 klo 11.33.22 ip.,3.837,92.137,,,,,,
739,09.01.20 klo 12.03.22 ap.,3.494,96.581,,,,,,
740,09.01.20 klo 12.33.22 ap.,3.236,96.410,,,,,,
741,09.01.20 klo 01.03.22 ap.,3.150,97.705,,,,,,
742,09.01.20 klo 01.33.22 ap.,3.279,99.096,,,,,,
743,09.01.20 klo 02.03.22 ap.,3.322,99.609,,,,,,
744,09.01.20 klo 02.33.22 ap.,3.880,100.000,,,,,,
745,09.01.20 klo 03.03.22 ap.,3.966,100.000,,,,,,
746,09.01.20 klo 03.33.22 ap.,4.437,100.000,,,,,,
747,09.01.20 klo 04.03.22 ap.,4.352,100.000,,,,,,
748,09.01.20 klo 04.33.22 ap.,4.309,100.000,,,,,,
749,09.01.20 klo 05.03.22 ap.,4.995,100.000,,,,,,
750,09.01.20 klo 05.33.22 ap.,5.467,100.000,,,,,,
751,09.01.20 klo 06.03.22 ap.,5.338,100.000,,,,,,
752,09.01.20 klo 06.33.22 ap.,5.424,99.341,,,,,,
753,09.01.20 klo 07.03.22 ap.,5.939,97.558,,,,,,
754,09.01.20 klo 07.33.22 ap.,5.982,97.607,,,,,,
755,09.01.20 klo 08.03.22 ap.,6.068,97.729,,,,,,
756,09.01.20 klo 08.33.22 ap.,6.625,95.971,,,,,,
757,09.01.20 klo 09.03.22 ap.,6.840,96.459,,,,,,
758,09.01.20 klo 09.33.22 ap.,7.355,96.166,,,,,,
759,09.01.20 klo 10.03.22 ap.,7.784,92.845,,,,,,
760,09.01.20 klo 10.33.22 ap.,8.341,93.797,,,,,,
761,09.01.20 klo 11.03.22 ap.,7.784,93.065,,,,,,
762,09.01.20 klo 11.33.22 ap.,8.041,89.499,,,,,,
763,09.01.20 klo 12.03.22 ip.,10.315,78.168,,,,,,
